pid,station,distance,time
6583,Friendship Heights,1.7,6.0
6583,Woodley Park-Zoo/Adams Morgan,1.9,6.0
6584,Brookland-CUA,0.7,3.0
6584,Rhode Island Ave-Brentwood,0.8,4.0
6584,NoMA-Gallaudet U,1.6,8.0
6584,Shaw-Howard U,1.7,7.0
6584,U Street,2.0,8.0
6585,Woodley Park-Zoo/Adams Morgan,0.9,4.0
6585,Columbia Heights,1.1,4.0
6585,Dupont Circle,1.4,6.0
6585,U Street,1.5,7.0
6585,Cleveland Park,1.5,5.0
6586,Foggy Bottom-GWU,0.1,2.0
6586,Farragut West,0.6,12.0
6586,Farragut North,0.8,14.0
6586,Dupont Circle,0.9,17.0
6586,Mcpherson Square,1.0,19.0
6587,None,,
6588,Dupont Circle,0.4,8.0
6588,Farragut North,0.5,10.0
6588,Farragut West,0.7,13.0
6588,Mcpherson Square,0.9,16.0
6588,Foggy Bottom-GWU,1.0,18.0
6589,Mount Vernon Square/7th St-Convention Center,0.3,6.0
6589,Gallery Place-Chinatown,0.5,10.0
6589,Judiciary Square,0.5,10.0
6589,Metro Center,0.8,15.0
6589,Shaw-Howard U,0.9,16.0
659,None,,
6590,Takoma,0.0,1.0
6590,Silver Spring,1.7,6.0
6590,Fort Totten,2.3,9.0
6591,Woodley Park-Zoo/Adams Morgan,0.6,2.0
6591,Cleveland Park,1.2,4.0
6591,Dupont Circle,1.8,6.0
6591,Van Ness-UDC,1.9,6.0
6591,Columbia Heights,2.2,8.0
6592,Van Ness-UDC,0.6,1.0
6592,Tenleytown-AU,0.8,4.0
6592,Cleveland Park,1.3,3.0
6592,Friendship Heights,1.4,5.0
6593,Dupont Circle,0.6,3.0
6593,Woodley Park-Zoo/Adams Morgan,0.9,3.0
6593,U Street,0.9,4.0
6593,Farragut North,1.1,5.0
6593,Farragut West,1.3,6.0
6594,U Street,0.2,1.0
6594,Shaw-Howard U,0.7,3.0
6594,Columbia Heights,0.9,4.0
6594,Dupont Circle,1.2,6.0
6594,Mount Vernon Square/7th St-Convention Center,1.5,6.0
6595,None,,
6596,Cleveland Park,1.0,3.0
6596,Tenleytown-AU,1.0,3.0
6596,Van Ness-UDC,1.2,5.0
6596,Woodley Park-Zoo/Adams Morgan,1.5,5.0
6596,Friendship Heights,2.0,6.0
6597,Cleveland Park,0.2,1.0
6597,Van Ness-UDC,0.4,1.0
6597,Woodley Park-Zoo/Adams Morgan,1.1,3.0
6597,Tenleytown-AU,1.6,5.0
6597,Columbia Heights,1.8,6.0
6598,None,,
6599,Navy Yard,0.8,3.0
6599,Waterfront-SEU,0.9,3.0
6599,Anacostia,1.2,4.0
6599,Capitol South,1.6,4.0
6599,L'Enfant Plaza,1.8,4.0
66,None,,
660,None,,
6600,Foggy Bottom-GWU,0.7,3.0
6600,Farragut North,1.1,5.0
6600,Dupont Circle,1.2,5.0
6600,Farragut West,1.4,6.0
6600,Rosslyn,1.6,8.0
6601,Dupont Circle,0.7,13.0
6601,Farragut North,0.7,14.0
6601,Mcpherson Square,0.8,15.0
6601,Farragut West,0.9,17.0
6601,U Street,1.0,18.0
6602,U Street,0.7,3.0
6602,Columbia Heights,0.9,4.0
6602,Dupont Circle,1.0,4.0
6602,Shaw-Howard U,1.1,5.0
6602,Farragut North,1.4,6.0
6603,Georgia Ave-Petworth,0.1,1.0
6603,Columbia Heights,0.9,4.0
6603,U Street,1.6,6.0
6603,Shaw-Howard U,1.7,6.0
6603,Fort Totten,2.1,9.0
6604,Georgia Ave-Petworth,0.1,1.0
6604,Columbia Heights,0.9,4.0
6604,U Street,1.6,6.0
6604,Shaw-Howard U,1.7,6.0
6604,Fort Totten,2.2,9.0
6605,Woodley Park-Zoo/Adams Morgan,0.4,1.0
6605,Cleveland Park,0.5,1.0
6605,Van Ness-UDC,1.1,3.0
6605,Dupont Circle,1.6,4.0
6605,Columbia Heights,2.2,7.0
6606,Woodley Park-Zoo/Adams Morgan,0.6,2.0
6606,Dupont Circle,0.6,2.0
6606,Farragut North,1.1,4.0
6606,Columbia Heights,1.3,6.0
6606,Foggy Bottom-GWU,1.3,6.0
6607,Woodley Park-Zoo/Adams Morgan,0.2,1.0
6607,Cleveland Park,0.6,1.0
6607,Van Ness-UDC,1.3,3.0
6607,Dupont Circle,1.4,4.0
6607,Columbia Heights,1.9,7.0
6608,Friendship Heights,1.1,5.0
6608,Tenleytown-AU,1.4,6.0
6608,Van Ness-UDC,1.5,6.0
6608,Bethesda,2.4,8.0
6609,Woodley Park-Zoo/Adams Morgan,0.6,2.0
6609,Columbia Heights,0.8,4.0
6609,Dupont Circle,1.0,4.0
6609,U Street,1.3,6.0
6609,Cleveland Park,1.5,5.0
661,None,,
6610,Woodley Park-Zoo/Adams Morgan,1.7,7.0
6610,Rosslyn,1.9,10.0
6610,Cleveland Park,2.0,8.0
6610,Van Ness-UDC,2.3,9.0
6610,Dupont Circle,2.4,8.0
6611,Columbia Heights,0.7,2.0
6611,U Street,0.8,3.0
6611,Dupont Circle,1.2,5.0
6611,Shaw-Howard U,1.3,6.0
6611,Georgia Ave-Petworth,1.5,6.0
6612,Dupont Circle,0.6,3.0
6612,Woodley Park-Zoo/Adams Morgan,0.9,3.0
6612,U Street,1.0,4.0
6612,Farragut North,1.1,5.0
6612,Foggy Bottom-GWU,1.2,6.0
6613,U Street,0.5,3.0
6613,Columbia Heights,0.6,3.0
6613,Shaw-Howard U,1.0,5.0
6613,Georgia Ave-Petworth,1.1,5.0
6613,Dupont Circle,1.5,9.0
6614,Foggy Bottom-GWU,0.6,2.0
6614,Farragut North,1.0,5.0
6614,Dupont Circle,1.1,5.0
6614,Farragut West,1.3,5.0
6614,Mcpherson Square,1.5,8.0
6615,Woodley Park-Zoo/Adams Morgan,0.2,1.0
6615,Cleveland Park,1.0,4.0
6615,Dupont Circle,1.2,4.0
6615,Van Ness-UDC,1.6,5.0
6615,Columbia Heights,1.6,6.0
6616,Potomac Avenue,0.3,2.0
6616,Stadium-Armory,0.8,3.0
6616,Eastern Market,1.0,4.0
6616,Navy Yard,1.6,6.0
6616,Capitol South,1.6,6.0
6617,Foggy Bottom-GWU,0.6,2.0
6617,Farragut West,0.7,4.0
6617,Farragut North,0.7,5.0
6617,Mcpherson Square,0.9,5.0
6617,Dupont Circle,1.2,7.0
6618,Mcpherson Square,0.4,8.0
6618,Mount Vernon Square/7th St-Convention Center,0.5,9.0
6618,Metro Center,0.5,10.0
6618,Farragut North,0.7,13.0
6618,Farragut West,0.8,15.0
6619,Woodley Park-Zoo/Adams Morgan,0.7,2.0
6619,Dupont Circle,0.8,3.0
6619,Columbia Heights,1.1,5.0
6619,U Street,1.2,6.0
6619,Farragut North,1.3,5.0
662,None,,
6620,Mcpherson Square,0.5,9.0
6620,Farragut North,0.6,11.0
6620,Dupont Circle,0.6,12.0
6620,Farragut West,0.7,14.0
6620,Mount Vernon Square/7th St-Convention Center,0.8,15.0
6621,Georgia Ave-Petworth,0.1,1.0
6621,Columbia Heights,0.9,3.0
6621,U Street,1.6,6.0
6621,Shaw-Howard U,1.7,6.0
6621,Fort Totten,2.2,9.0
6622,Foggy Bottom-GWU,0.4,2.0
6622,Farragut North,1.0,6.0
6622,Farragut West,1.1,5.0
6622,Mcpherson Square,1.3,7.0
6622,Dupont Circle,1.4,8.0
6623,None,,
6624,Woodley Park-Zoo/Adams Morgan,0.9,3.0
6624,Dupont Circle,1.0,4.0
6624,Columbia Heights,1.2,5.0
6624,U Street,1.4,7.0
6624,Farragut North,1.5,7.0
6625,Brookland-CUA,0.9,3.0
6625,Rhode Island Ave-Brentwood,1.6,7.0
6625,Georgia Ave-Petworth,1.8,7.0
6625,Columbia Heights,1.9,8.0
6625,Shaw-Howard U,2.0,8.0
6626,Brookland-CUA,1.1,3.0
6626,Fort Totten,1.8,7.0
6626,Georgia Ave-Petworth,1.9,7.0
6626,Rhode Island Ave-Brentwood,2.1,8.0
6626,Columbia Heights,2.5,8.0
6627,Dupont Circle,0.7,14.0
6627,Farragut North,0.8,14.0
6627,U Street,0.9,16.0
6627,Farragut West,0.9,17.0
6627,Shaw-Howard U,0.9,17.0
6628,Columbia Heights,0.5,2.0
6628,U Street,1.1,5.0
6628,Woodley Park-Zoo/Adams Morgan,1.1,5.0
6628,Georgia Ave-Petworth,1.2,5.0
6628,Dupont Circle,1.5,7.0
6629,Columbia Heights,0.5,2.0
6629,U Street,1.0,4.0
6629,Woodley Park-Zoo/Adams Morgan,1.1,5.0
6629,Georgia Ave-Petworth,1.3,5.0
6629,Dupont Circle,1.4,6.0
663,None,,
6630,Cleveland Park,1.3,4.0
6630,Tenleytown-AU,1.4,4.0
6630,Van Ness-UDC,1.6,6.0
6630,Woodley Park-Zoo/Adams Morgan,1.7,5.0
6631,U Street,0.3,1.0
6631,Shaw-Howard U,0.8,3.0
6631,Columbia Heights,0.9,4.0
6631,Mount Vernon Square/7th St-Convention Center,1.7,7.0
6631,Dupont Circle,1.7,7.0
6632,Cleveland Park,0.2,1.0
6632,Woodley Park-Zoo/Adams Morgan,0.7,2.0
6632,Van Ness-UDC,0.8,2.0
6632,Columbia Heights,1.9,6.0
6632,Tenleytown-AU,1.9,6.0
6633,Cleveland Park,0.4,1.0
6633,Van Ness-UDC,0.9,2.0
6633,Woodley Park-Zoo/Adams Morgan,1.2,4.0
6633,Columbia Heights,1.3,4.0
6633,Tenleytown-AU,1.9,7.0
6634,Woodley Park-Zoo/Adams Morgan,0.2,1.0
6634,Cleveland Park,1.0,3.0
6634,Dupont Circle,1.4,5.0
6634,Farragut North,1.9,7.0
6634,Columbia Heights,1.9,7.0
6635,None,,
6636,Woodley Park-Zoo/Adams Morgan,0.4,1.0
6636,Cleveland Park,1.1,4.0
6636,Dupont Circle,1.5,5.0
6636,Van Ness-UDC,1.8,6.0
6636,Columbia Heights,1.9,7.0
6637,Dupont Circle,0.4,8.0
6637,Farragut North,0.6,12.0
6637,Farragut West,0.8,15.0
6637,U Street,1.0,18.0
6637,Foggy Bottom-GWU,1.0,19.0
6638,Van Ness-UDC,0.1,1.0
6638,Cleveland Park,0.8,2.0
6638,Tenleytown-AU,1.3,4.0
6638,Woodley Park-Zoo/Adams Morgan,1.6,4.0
6638,Friendship Heights,1.9,7.0
6639,Woodley Park-Zoo/Adams Morgan,1.7,7.0
6639,Cleveland Park,2.0,8.0
6639,Tenleytown-AU,2.2,8.0
6639,Van Ness-UDC,2.4,10.0
6639,Rosslyn,2.4,11.0
664,None,,
6640,Foggy Bottom-GWU,0.6,2.0
6640,Farragut North,0.8,5.0
6640,Farragut West,0.8,4.0
6640,Mcpherson Square,0.9,5.0
6640,Dupont Circle,1.2,7.0
6641,Van Ness-UDC,0.3,1.0
6641,Tenleytown-AU,0.8,3.0
6641,Cleveland Park,0.9,2.0
6641,Friendship Heights,1.7,6.0
6641,Woodley Park-Zoo/Adams Morgan,1.8,5.0
6642,Woodley Park-Zoo/Adams Morgan,1.8,7.0
6642,Cleveland Park,2.1,8.0
6642,Tenleytown-AU,2.1,7.0
6642,Van Ness-UDC,2.3,9.0
6643,Union Station,0.6,3.0
6643,NoMA-Gallaudet U,0.8,3.0
6643,Judiciary Square,1.2,6.0
6643,Capitol South,1.4,7.0
6643,Gallery Place-Chinatown,1.5,8.0
6644,Mcpherson Square,0.5,8.0
6644,Farragut North,0.6,11.0
6644,Dupont Circle,0.6,12.0
6644,Farragut West,0.7,14.0
6644,Mount Vernon Square/7th St-Convention Center,0.8,14.0
6645,Union Station,0.3,6.0
6645,Judiciary Square,0.5,8.0
6645,Archives-Navy Memorial,0.7,14.0
6645,Gallery Place-Chinatown,0.8,14.0
6645,Capitol South,1.0,18.0
6646,Columbia Heights,0.8,3.0
6646,U Street,0.8,3.0
6646,Shaw-Howard U,1.3,5.0
6646,Woodley Park-Zoo/Adams Morgan,1.4,6.0
6646,Georgia Ave-Petworth,1.5,6.0
6647,Mcpherson Square,0.5,9.0
6647,Farragut North,0.6,11.0
6647,Dupont Circle,0.6,12.0
6647,Farragut West,0.7,12.0
6647,U Street,0.7,14.0
6648,Columbia Heights,0.8,3.0
6648,Woodley Park-Zoo/Adams Morgan,1.0,4.0
6648,U Street,1.1,5.0
6648,Dupont Circle,1.4,6.0
6648,Georgia Ave-Petworth,1.5,7.0
6649,Congress Heights,1.3,5.0
6649,Southern Avenue,2.1,6.0
6649,Anacostia,2.4,6.0
665,None,,
6650,Minnesota Avenue,1.5,5.0
6650,Benning Road,1.6,5.0
6650,Potomac Avenue,2.3,7.0
6650,Stadium-Armory,2.7,8.0
6650,Eastern Market,2.8,10.0
6651,Columbia Heights,1.0,4.0
6651,Woodley Park-Zoo/Adams Morgan,1.2,4.0
6651,Dupont Circle,1.2,5.0
6651,U Street,1.3,5.0
6651,Georgia Ave-Petworth,1.7,7.0
6652,Mount Vernon Square/7th St-Convention Center,0.1,1.0
6652,Shaw-Howard U,0.5,8.0
6652,Gallery Place-Chinatown,0.6,11.0
6652,Metro Center,0.8,16.0
6652,Mcpherson Square,1.0,18.0
6653,NoMA-Gallaudet U,0.5,2.0
6653,Union Station,0.7,4.0
6653,Mount Vernon Square/7th St-Convention Center,1.6,6.0
6653,Gallery Place-Chinatown,1.7,8.0
6653,Judiciary Square,1.9,7.0
6654,Congress Heights,1.0,4.0
6654,Southern Avenue,1.8,5.0
6654,Anacostia,1.9,5.0
6655,Anacostia,0.9,3.0
6655,Congress Heights,1.9,8.0
6655,Navy Yard,2.3,7.0
6655,Naylor Road,2.6,8.0
6655,Potomac Avenue,3.0,7.0
6656,Waterfront-SEU,0.4,7.0
6656,Navy Yard,0.7,12.0
6656,Federal Center SW,0.7,14.0
6656,L'Enfant Plaza,0.8,15.0
6656,Capitol South,0.8,15.0
6657,None,,
6658,NoMA-Gallaudet U,1.1,3.0
6658,Union Station,1.3,6.0
6658,Stadium-Armory,1.5,7.0
6658,Eastern Market,1.6,9.0
6658,Potomac Avenue,1.8,9.0
6659,Waterfront-SEU,0.2,4.0
6659,Navy Yard,0.6,12.0
6659,Federal Center SW,0.8,14.0
6659,L'Enfant Plaza,0.8,15.0
6659,Capitol South,1.0,19.0
666,None,,
6660,Eastern Market,1.1,7.0
6660,Union Station,1.2,6.0
6660,Potomac Avenue,1.3,7.0
6660,NoMA-Gallaudet U,1.3,5.0
6660,Stadium-Armory,1.4,6.0
6661,Cleveland Park,1.1,4.0
6661,Tenleytown-AU,1.2,3.0
6661,Van Ness-UDC,1.4,5.0
6661,Woodley Park-Zoo/Adams Morgan,1.6,4.0
6662,Friendship Heights,1.0,5.0
6662,Tenleytown-AU,1.3,6.0
6662,Van Ness-UDC,1.4,5.0
6662,Cleveland Park,2.0,7.0
6662,Bethesda,2.4,8.0
6663,Congress Heights,1.9,5.0
6663,Southern Avenue,2.6,6.0
6664,Woodley Park-Zoo/Adams Morgan,0.9,3.0
6664,Columbia Heights,1.1,4.0
6664,Dupont Circle,1.4,6.0
6664,U Street,1.5,7.0
6664,Cleveland Park,1.7,5.0
6665,Columbia Heights,0.7,3.0
6665,Georgia Ave-Petworth,1.2,5.0
6665,Cleveland Park,1.4,4.0
6665,Woodley Park-Zoo/Adams Morgan,1.6,6.0
6665,U Street,1.7,7.0
6666,Columbia Heights,0.6,2.0
6666,U Street,1.0,4.0
6666,Woodley Park-Zoo/Adams Morgan,1.3,5.0
6666,Georgia Ave-Petworth,1.4,5.0
6666,Shaw-Howard U,1.4,5.0
6667,Georgia Ave-Petworth,0.1,1.0
6667,Columbia Heights,0.9,3.0
6667,U Street,1.6,6.0
6667,Shaw-Howard U,1.8,7.0
6667,Fort Totten,2.1,9.0
6668,Columbia Heights,0.5,2.0
6668,U Street,1.0,4.0
6668,Woodley Park-Zoo/Adams Morgan,1.1,5.0
6668,Georgia Ave-Petworth,1.3,5.0
6668,Dupont Circle,1.3,6.0
6669,Fort Totten,0.8,4.0
6669,Georgia Ave-Petworth,1.7,6.0
6669,Brookland-CUA,1.9,6.0
6669,Takoma,2.1,7.0
667,None,,
6670,Columbia Heights,0.5,2.0
6670,Georgia Ave-Petworth,0.9,3.0
6670,U Street,1.7,7.0
6670,Woodley Park-Zoo/Adams Morgan,1.8,7.0
6670,Cleveland Park,2.2,7.0
6671,Columbia Heights,0.4,2.0
6671,Georgia Ave-Petworth,1.2,5.0
6671,Woodley Park-Zoo/Adams Morgan,1.4,5.0
6671,Cleveland Park,1.4,5.0
6671,U Street,1.5,6.0
6672,Rosslyn,1.8,7.0
6672,Court House,2.8,9.0
6672,Clarendon,4.1,10.0
6672,Virginia Square-GMU,4.2,10.0
6673,Fort Totten,0.9,3.0
6673,Brookland-CUA,2.1,7.0
6673,West Hyattsville,2.1,7.0
6673,Prince George's Plaza,2.9,8.0
6674,Fort Totten,1.1,5.0
6674,Brookland-CUA,1.5,5.0
6674,Georgia Ave-Petworth,1.5,6.0
6674,Rhode Island Ave-Brentwood,2.5,10.0
6674,Columbia Heights,2.9,9.0
6675,Rosslyn,1.7,7.0
6675,Court House,2.7,9.0
6675,Clarendon,4.0,11.0
6676,Cleveland Park,0.3,1.0
6676,Van Ness-UDC,0.5,2.0
6676,Woodley Park-Zoo/Adams Morgan,1.1,3.0
6676,Tenleytown-AU,1.5,5.0
6676,Columbia Heights,1.8,7.0
6677,Takoma,0.9,16.0
6677,Silver Spring,0.9,18.0
6678,Columbia Heights,0.8,3.0
6678,U Street,0.8,4.0
6678,Dupont Circle,1.2,6.0
6678,Shaw-Howard U,1.3,6.0
6678,Farragut North,1.5,7.0
6679,Takoma,1.1,4.0
6679,Silver Spring,2.0,6.0
668,None,,
6680,Foggy Bottom-GWU,0.4,1.0
6680,Farragut North,1.0,5.0
6680,Farragut West,1.0,4.0
6680,Mcpherson Square,1.3,7.0
6680,Dupont Circle,1.4,7.0
6681,Mcpherson Square,0.6,11.0
6681,Farragut North,0.7,13.0
6681,Shaw-Howard U,0.7,14.0
6681,Dupont Circle,0.7,14.0
6681,U Street,0.8,15.0
6682,Mcpherson Square,0.4,8.0
6682,Metro Center,0.5,9.0
6682,Mount Vernon Square/7th St-Convention Center,0.5,9.0
6682,Farragut North,0.7,13.0
6682,Gallery Place-Chinatown,0.7,14.0
6683,Eastern Market,0.4,2.0
6683,Navy Yard,0.8,3.0
6683,Potomac Avenue,1.2,5.0
6683,Capitol South,1.4,3.0
6683,Federal Center SW,1.8,4.0
6684,Woodley Park-Zoo/Adams Morgan,0.9,3.0
6684,Columbia Heights,1.0,4.0
6684,Dupont Circle,1.4,6.0
6684,U Street,1.4,7.0
6684,Cleveland Park,1.4,5.0
6685,Cleveland Park,0.2,1.0
6685,Woodley Park-Zoo/Adams Morgan,0.7,2.0
6685,Van Ness-UDC,0.8,3.0
6685,Dupont Circle,1.9,6.0
6685,Tenleytown-AU,1.9,5.0
6686,Naylor Road,1.0,3.0
6686,Congress Heights,1.8,7.0
6686,Southern Avenue,1.9,5.0
6686,Anacostia,2.6,7.0
6686,Suitland,3.2,10.0
6687,None,,
6688,Columbia Heights,0.5,2.0
6688,Georgia Ave-Petworth,0.7,3.0
6688,U Street,1.6,7.0
6688,Woodley Park-Zoo/Adams Morgan,2.0,8.0
6688,Shaw-Howard U,2.1,8.0
6689,Cleveland Park,1.1,4.0
6689,Tenleytown-AU,1.2,3.0
6689,Woodley Park-Zoo/Adams Morgan,1.5,5.0
6689,Van Ness-UDC,1.7,6.0
669,None,,
6690,Tenleytown-AU,0.8,3.0
6690,Van Ness-UDC,0.9,3.0
6690,Friendship Heights,1.1,4.0
6690,Cleveland Park,1.5,5.0
6691,Southern Avenue,1.5,3.0
6691,Congress Heights,1.7,6.0
6692,Rhode Island Ave-Brentwood,1.9,9.0
6692,Stadium-Armory,2.4,9.0
6692,NoMA-Gallaudet U,2.5,8.0
6692,Brookland-CUA,2.5,10.0
6692,Deanwood,3.3,6.0
6693,Foggy Bottom-GWU,0.1,1.0
6693,Farragut West,0.7,13.0
6693,Farragut North,0.8,16.0
6693,Dupont Circle,1.0,19.0
6693,Mcpherson Square,1.0,19.0
6694,Congress Heights,0.6,2.0
6694,Southern Avenue,1.7,4.0
6694,Anacostia,1.8,5.0
6695,Minnesota Avenue,1.2,4.0
6695,Benning Road,1.3,5.0
6695,Capitol Heights,1.6,6.0
6695,Deanwood,1.7,4.0
6695,Cheverly,2.6,6.0
6696,Cleveland Park,0.2,1.0
6696,Van Ness-UDC,0.7,2.0
6696,Woodley Park-Zoo/Adams Morgan,1.0,3.0
6696,Columbia Heights,1.5,5.0
6696,Tenleytown-AU,1.8,6.0
6697,Benning Road,0.4,1.0
6697,Minnesota Avenue,0.9,3.0
6697,Deanwood,1.7,5.0
6697,Capitol Heights,1.8,5.0
6697,Stadium-Armory,2.5,7.0
6698,Eastern Market,0.9,6.0
6698,Potomac Avenue,1.1,6.0
6698,Union Station,1.2,6.0
6698,Stadium-Armory,1.2,6.0
6698,NoMA-Gallaudet U,1.5,6.0
6699,None,,
67,Braddock Road,0.8,4.0
67,King Street,1.3,6.0
67,Eisenhower Avenue,3.3,9.0
670,None,,
6700,Takoma,1.5,6.0
6700,Fort Totten,1.9,8.0
6700,Georgia Ave-Petworth,2.0,7.0
6701,Mcpherson Square,0.5,8.0
6701,Mount Vernon Square/7th St-Convention Center,0.7,13.0
6701,Farragut North,0.7,13.0
6701,Metro Center,0.8,14.0
6701,Farragut West,0.8,15.0
6702,Van Ness-UDC,0.6,1.0
6702,Tenleytown-AU,0.8,4.0
6702,Cleveland Park,1.2,3.0
6702,Friendship Heights,1.4,5.0
6703,None,,
6704,Columbia Heights,0.6,3.0
6704,Woodley Park-Zoo/Adams Morgan,1.0,3.0
6704,U Street,1.3,6.0
6704,Georgia Ave-Petworth,1.3,6.0
6704,Dupont Circle,1.4,5.0
6705,Columbia Heights,0.5,3.0
6705,Woodley Park-Zoo/Adams Morgan,1.0,4.0
6705,U Street,1.3,6.0
6705,Georgia Ave-Petworth,1.3,6.0
6705,Dupont Circle,1.4,6.0
6706,Capitol Heights,0.9,3.0
6706,Benning Road,1.2,5.0
6706,Addison Road-Seat Pleasant,2.0,5.0
6706,Minnesota Avenue,2.2,8.0
6706,Deanwood,2.9,10.0
6707,Columbia Heights,1.0,4.0
6707,Woodley Park-Zoo/Adams Morgan,1.1,3.0
6707,Cleveland Park,1.4,5.0
6707,U Street,1.6,8.0
6707,Dupont Circle,1.6,6.0
6708,Brookland-CUA,0.8,2.0
6708,Rhode Island Ave-Brentwood,0.9,4.0
6708,NoMA-Gallaudet U,1.6,7.0
6708,Shaw-Howard U,1.7,7.0
6708,U Street,2.0,8.0
6709,Cleveland Park,0.1,1.0
6709,Van Ness-UDC,0.7,2.0
6709,Woodley Park-Zoo/Adams Morgan,0.9,3.0
6709,Tenleytown-AU,1.8,7.0
6709,Columbia Heights,1.8,6.0
671,None,,
6710,Fort Totten,1.3,6.0
6710,Georgia Ave-Petworth,1.3,4.0
6710,Brookland-CUA,2.1,5.0
6710,Columbia Heights,2.6,7.0
6710,Rhode Island Ave-Brentwood,3.2,10.0
6711,U Street,0.7,3.0
6711,Columbia Heights,0.7,3.0
6711,Georgia Ave-Petworth,0.9,3.0
6711,Shaw-Howard U,1.2,4.0
6711,Mount Vernon Square/7th St-Convention Center,1.7,7.0
6712,Capitol South,0.2,4.0
6712,Eastern Market,0.4,8.0
6712,Federal Center SW,0.9,16.0
6712,Navy Yard,0.9,16.0
6712,Union Station,1.0,19.0
6713,Congress Heights,0.6,2.0
6713,Southern Avenue,1.2,4.0
6713,Naylor Road,1.7,4.0
6713,Anacostia,1.9,6.0
6714,Anacostia,0.6,2.0
6714,Congress Heights,1.6,7.0
6714,Navy Yard,2.1,7.0
6714,Southern Avenue,2.2,9.0
6714,Naylor Road,2.3,7.0
6715,None,,
6716,Eastern Market,0.5,3.0
6716,Capitol South,0.9,4.0
6716,Potomac Avenue,1.0,4.0
6716,Union Station,1.1,6.0
6716,Stadium-Armory,1.2,4.0
6717,Anacostia,1.3,4.0
6717,Potomac Avenue,1.7,5.0
6717,Navy Yard,2.0,6.0
6717,Eastern Market,2.1,8.0
6717,Stadium-Armory,2.2,7.0
6718,None,,
6719,Dupont Circle,0.4,7.0
6719,Farragut North,0.6,11.0
6719,Foggy Bottom-GWU,0.7,13.0
6719,Farragut West,0.7,14.0
6719,Mcpherson Square,1.0,19.0
672,None,,
6720,Congress Heights,1.1,4.0
6720,Southern Avenue,1.3,4.0
6720,Naylor Road,1.4,3.0
6720,Anacostia,2.3,6.0
6721,Cleveland Park,1.2,4.0
6721,Tenleytown-AU,1.2,3.0
6721,Van Ness-UDC,1.4,5.0
6721,Woodley Park-Zoo/Adams Morgan,1.6,5.0
6722,Van Ness-UDC,0.4,1.0
6722,Tenleytown-AU,0.7,3.0
6722,Cleveland Park,1.1,3.0
6722,Friendship Heights,1.6,5.0
6722,Woodley Park-Zoo/Adams Morgan,1.9,5.0
6723,Dupont Circle,0.6,3.0
6723,Farragut North,0.8,4.0
6723,Foggy Bottom-GWU,0.9,4.0
6723,Farragut West,1.0,6.0
6723,Woodley Park-Zoo/Adams Morgan,1.2,5.0
6724,Dupont Circle,0.9,4.0
6724,Foggy Bottom-GWU,0.9,4.0
6724,Farragut North,1.0,5.0
6724,Farragut West,1.2,7.0
6724,Woodley Park-Zoo/Adams Morgan,1.5,6.0
6725,None,,
6726,Congress Heights,1.2,4.0
6726,Anacostia,1.8,5.0
6726,Southern Avenue,2.6,7.0
6727,Rhode Island Ave-Brentwood,0.8,4.0
6727,Brookland-CUA,1.3,4.0
6727,NoMA-Gallaudet U,2.2,7.0
6728,Congress Heights,2.7,8.0
6729,Southern Avenue,1.3,2.0
6729,Congress Heights,1.8,6.0
673,None,,
6730,Fort Totten,1.1,5.0
6730,Georgia Ave-Petworth,1.4,5.0
6730,Takoma,2.0,7.0
6730,Columbia Heights,2.2,8.0
6730,Brookland-CUA,3.0,9.0
6731,Woodley Park-Zoo/Adams Morgan,1.5,6.0
6731,Cleveland Park,1.8,7.0
6731,Tenleytown-AU,1.9,7.0
6731,Van Ness-UDC,2.1,9.0
6731,Rosslyn,2.2,10.0
6732,Benning Road,1.2,4.0
6732,Minnesota Avenue,1.3,4.0
6732,Deanwood,2.3,7.0
6732,Stadium-Armory,2.5,7.0
6732,Potomac Avenue,2.5,8.0
6733,Benning Road,1.1,4.0
6733,Minnesota Avenue,1.1,4.0
6733,Deanwood,2.2,6.0
6733,Stadium-Armory,2.3,7.0
6733,Potomac Avenue,2.7,8.0
6734,Van Ness-UDC,0.4,1.0
6734,Tenleytown-AU,0.7,3.0
6734,Cleveland Park,1.0,3.0
6734,Friendship Heights,1.7,6.0
6734,Woodley Park-Zoo/Adams Morgan,1.9,5.0
6735,Columbia Heights,0.4,1.0
6735,Georgia Ave-Petworth,0.4,1.0
6735,U Street,1.2,5.0
6735,Shaw-Howard U,1.7,6.0
6735,Woodley Park-Zoo/Adams Morgan,1.8,7.0
6736,Takoma,1.0,4.0
6736,Silver Spring,1.9,5.0
6737,Rosslyn,1.7,6.0
6737,Court House,2.7,8.0
6737,Clarendon,4.1,10.0
6737,Virginia Square-GMU,4.2,10.0
6738,Columbia Heights,0.6,2.0
6738,U Street,0.8,3.0
6738,Shaw-Howard U,1.2,5.0
6738,Georgia Ave-Petworth,1.3,5.0
6738,Woodley Park-Zoo/Adams Morgan,1.3,6.0
6739,Van Ness-UDC,0.1,1.0
6739,Cleveland Park,0.5,1.0
6739,Tenleytown-AU,1.2,4.0
6739,Woodley Park-Zoo/Adams Morgan,1.3,4.0
6739,Columbia Heights,2.1,7.0
674,None,,
6740,None,,
6741,Eastern Market,0.4,1.0
6741,Capitol South,0.5,2.0
6741,Navy Yard,0.7,3.0
6741,Potomac Avenue,1.1,4.0
6741,Federal Center SW,1.6,4.0
