pid,beds,baths,minrent,maxrent,minsqft,maxsqft
955,2.0,2.0,2686.0,4076.0,1390.0,1390.0
955,2.0,2.0,2759.0,3836.0,1390.0,1390.0
955,2.0,2.0,3004.0,4434.0,1105.0,1105.0
955,2.0,2.0,3309.0,4526.0,1254.0,1254.0
955,2.0,2.0,3654.0,5261.0,1384.0,1384.0
956,0.0,1.0,1220.0,3310.0,651.0,651.0
956,0.0,1.0,1367.0,1367.0,651.0,651.0
956,0.0,1.0,1431.0,1431.0,651.0,651.0
956,0.0,1.0,1291.0,3151.0,672.0,672.0
956,0.0,1.0,1291.0,1291.0,672.0,672.0
956,0.0,1.0,1356.0,1356.0,672.0,672.0
956,0.0,1.0,1330.0,3235.0,700.0,700.0
956,0.0,1.0,1397.0,1397.0,700.0,700.0
956,0.0,1.0,1095.0,3097.0,567.0,567.0
956,0.0,1.0,1095.0,1095.0,567.0,567.0
956,0.0,1.0,1295.0,1295.0,651.0,651.0
956,0.0,1.0,1220.0,1220.0,651.0,651.0
956,0.0,1.0,1250.0,1250.0,567.0,567.0
956,0.0,1.0,1330.0,1330.0,700.0,700.0
956,0.0,1.0,1410.0,2642.0,870.0,870.0
956,0.0,1.0,1410.0,1410.0,870.0,870.0
956,0.0,1.0,1215.0,3018.0,546.0,546.0
956,0.0,1.0,1486.0,2905.0,770.0,770.0
956,1.0,1.0,1439.0,4178.0,693.0,693.0
956,1.0,1.0,1439.0,1439.0,693.0,693.0
956,1.0,1.0,1524.0,1524.0,693.0,693.0
956,1.0,1.0,1616.0,1616.0,693.0,693.0
956,1.0,1.0,1628.0,4201.0,798.0,798.0
956,1.0,1.0,1628.0,1628.0,798.0,798.0
956,1.0,1.0,1531.0,3977.0,672.0,672.0
956,1.0,1.0,1531.0,1531.0,672.0,672.0
956,1.0,1.0,1490.0,3856.0,748.0,748.0
956,1.0,1.0,1490.0,1490.0,748.0,748.0
956,1.0,1.0,1689.0,4380.0,920.0,920.0
956,1.0,1.0,1694.0,1694.0,920.0,920.0
956,1.0,1.0,1659.0,4297.0,990.0,990.0
956,1.0,1.0,1659.0,1659.0,990.0,990.0
956,1.0,1.0,1451.0,1451.0,693.0,693.0
956,1.0,1.0,1489.0,1489.0,693.0,693.0
956,1.0,1.0,1661.0,4245.0,1122.0,1122.0
956,1.0,1.0,1661.0,1661.0,1122.0,1122.0
956,1.0,1.0,1534.0,1534.0,672.0,672.0
956,1.0,1.0,1525.0,1525.0,748.0,748.0
956,1.0,1.0,1689.0,1689.0,920.0,920.0
956,1.0,1.0,1383.0,1977.0,1056.0,1056.0
956,1.0,1.0,1465.0,2602.0,743.0,743.0
956,1.0,1.0,1495.0,4129.0,861.0,861.0
956,1.0,1.0,1500.0,3753.0,960.0,960.0
956,1.0,1.0,1538.0,4271.0,1024.0,1024.0
956,1.0,1.0,1603.0,3981.0,1190.0,1190.0
956,1.0,1.0,1618.0,2440.0,894.0,894.0
956,2.0,1.0,1628.0,4951.0,1104.0,1104.0
956,2.0,1.0,1745.0,1745.0,1104.0,1104.0
956,2.0,1.0,1778.0,1778.0,1104.0,1104.0
956,2.0,1.0,1689.0,5048.0,984.0,984.0
956,2.0,1.0,1759.0,1759.0,984.0,984.0
956,2.0,1.0,1859.0,1859.0,984.0,984.0
956,2.0,1.0,1688.0,1688.0,1104.0,1104.0
956,2.0,1.0,1702.0,1702.0,1104.0,1104.0
956,2.0,1.0,1778.0,1778.0,1104.0,1104.0
956,2.0,1.0,1689.0,1689.0,984.0,984.0
956,2.0,1.0,1703.0,1703.0,1104.0,1104.0
956,2.0,1.0,1628.0,1628.0,1104.0,1104.0
956,2.0,1.0,1695.0,1795.0,924.0,924.0
956,2.0,1.0,1745.0,2780.0,924.0,924.0
956,2.0,1.0,1860.0,3306.0,819.0,819.0
956,2.0,1.0,1890.0,1985.0,1584.0,1584.0
956,2.0,1.5,1816.0,4970.0,1152.0,1152.0
956,2.0,1.5,1816.0,1816.0,1152.0,1152.0
956,2.0,1.5,2038.0,3162.0,1081.0,1081.0
956,3.0,2.0,2729.0,8878.0,1363.0,1363.0
957,0.0,1.0,1815.0,3163.0,557.0,557.0
957,0.0,1.0,1815.0,1815.0,557.0,557.0
957,0.0,1.0,1707.0,2351.0,570.0,570.0
957,1.0,1.0,1998.0,3430.0,800.0,800.0
957,1.0,1.0,2090.0,2090.0,800.0,800.0
957,1.0,1.0,1720.0,2787.0,739.0,739.0
957,1.0,1.0,1720.0,1720.0,739.0,739.0
957,1.0,1.0,1987.0,3117.0,679.0,679.0
957,1.0,1.0,1987.0,1987.0,679.0,679.0
957,1.0,1.0,1894.0,1894.0,739.0,739.0
957,1.0,1.0,1987.0,3050.0,694.0,694.0
957,1.0,1.0,2142.0,2142.0,694.0,694.0
957,1.0,1.0,1987.0,1987.0,694.0,694.0
957,1.0,1.0,1998.0,1998.0,800.0,800.0
957,1.0,1.0,2053.0,2053.0,800.0,800.0
957,1.0,1.0,1999.0,2763.0,700.0,700.0
957,1.0,1.0,1999.0,1999.0,700.0,700.0
957,1.0,1.0,1999.0,1999.0,694.0,694.0
957,1.0,1.0,1822.0,2804.0,665.0,665.0
957,1.0,1.0,1881.0,2725.0,773.0,773.0
957,1.0,1.0,1918.0,3037.0,739.0,739.0
957,1.0,1.0,1966.0,3211.0,698.0,698.0
957,1.0,1.0,2011.0,3187.0,719.0,719.0
957,1.0,1.0,2263.0,3304.0,681.0,681.0
957,1.0,1.0,2619.0,3682.0,927.0,927.0
957,1.0,2.0,2222.0,3736.0,911.0,911.0
957,1.0,2.0,2222.0,2222.0,911.0,911.0
957,1.0,2.0,2242.0,3563.0,901.0,901.0
957,1.0,2.0,2252.0,2252.0,901.0,901.0
957,1.0,2.0,2372.0,2372.0,911.0,911.0
957,1.0,2.0,2242.0,2242.0,901.0,901.0
957,2.0,1.5,2685.0,4313.0,1060.0,1060.0
957,2.0,2.0,2402.0,4013.0,991.0,991.0
957,2.0,2.0,2419.0,2419.0,991.0,991.0
957,2.0,2.0,2482.0,2482.0,991.0,991.0
957,2.0,2.0,2510.0,4278.0,1133.0,1133.0
957,2.0,2.0,2527.0,2527.0,1133.0,1133.0
957,2.0,2.0,2672.0,2672.0,1133.0,1133.0
957,2.0,2.0,2726.0,2726.0,1133.0,1133.0
957,2.0,2.0,2641.0,4147.0,1051.0,1051.0
957,2.0,2.0,2641.0,2641.0,1051.0,1051.0
957,2.0,2.0,2755.0,4433.0,1138.0,1138.0
957,2.0,2.0,2755.0,2755.0,1138.0,1138.0
957,2.0,2.0,2716.0,2716.0,1133.0,1133.0
957,2.0,2.0,2600.0,2600.0,991.0,991.0
957,2.0,2.0,2610.0,2610.0,991.0,991.0
957,2.0,2.0,2780.0,4228.0,1048.0,1048.0
957,2.0,2.0,2780.0,2780.0,1048.0,1048.0
957,2.0,2.0,2535.0,2535.0,991.0,991.0
957,2.0,2.0,2855.0,2855.0,1138.0,1138.0
957,2.0,2.0,2675.0,2675.0,1051.0,1051.0
957,2.0,2.0,2785.0,3951.0,1112.0,1112.0
957,2.0,2.0,2785.0,2785.0,1112.0,1112.0
957,2.0,2.0,2141.0,3324.0,1063.0,1063.0
957,2.0,2.0,4389.0,5971.0,1643.0,1643.0
957,2.0,2.0,4427.0,6540.0,1739.0,1739.0
957,2.0,2.0,4446.0,7077.0,1674.0,1674.0
957,2.0,2.0,4935.0,7805.0,2043.0,2043.0
957,2.0,2.0,,,1285.0,1285.0
957,2.0,2.0,,,1208.0,1208.0
957,3.0,2.0,5829.0,8016.0,2319.0,2319.0
957,3.0,3.0,5406.0,7654.0,2086.0,2086.0
957,3.0,3.0,5434.0,5434.0,2086.0,2086.0
957,3.0,3.0,5683.0,7946.0,2189.0,2189.0
957,3.0,3.0,6334.0,12644.0,2621.0,2621.0
957,3.0,3.0,6612.0,10986.0,2165.0,2165.0
958,0.0,1.0,2583.0,2583.0,441.0,441.0
958,0.0,1.0,1678.0,1678.0,594.0,594.0
958,0.0,1.0,2029.0,2029.0,533.0,533.0
958,0.0,1.0,2043.0,2043.0,594.0,594.0
958,1.0,1.0,2140.0,2140.0,605.0,605.0
958,1.0,1.0,2330.0,2330.0,738.0,738.0
958,1.0,1.0,2340.0,2340.0,729.0,729.0
958,1.0,1.0,2585.0,2585.0,874.0,874.0
958,1.0,1.0,2935.0,2935.0,735.0,735.0
958,1.0,1.0,2108.0,2108.0,620.0,620.0
958,1.0,1.0,2125.0,2125.0,698.0,698.0
958,1.0,1.0,2160.0,2160.0,729.0,729.0
958,1.0,1.0,2191.0,2191.0,675.0,675.0
958,1.0,1.0,2265.0,2265.0,620.0,620.0
958,1.0,1.0,2335.0,2335.0,738.0,738.0
958,1.0,1.0,2350.0,2350.0,763.0,763.0
958,1.0,1.0,2435.0,2435.0,789.0,789.0
958,1.0,1.0,2525.0,2525.0,875.0,875.0
958,1.0,1.0,2805.0,2805.0,904.0,904.0
958,2.0,1.0,3688.0,3688.0,1117.0,1117.0
958,2.0,1.0,3550.0,3550.0,1379.0,1379.0
958,2.0,2.0,3145.0,3265.0,1073.0,1073.0
958,2.0,2.0,3182.0,3952.0,1060.0,1060.0
958,2.0,2.0,3928.0,3928.0,1096.0,1096.0
958,2.0,2.0,2718.0,2718.0,956.0,956.0
958,2.0,2.0,2920.0,2920.0,1134.0,1134.0
958,2.0,2.0,3520.0,3520.0,1285.0,1285.0
958,3.0,2.0,4270.0,4270.0,1478.0,1478.0
959,0.0,1.0,1639.0,1939.0,575.0,575.0
959,0.0,1.0,1679.0,1849.0,522.0,522.0
959,0.0,1.0,1469.0,1719.0,540.0,540.0
959,0.0,1.0,1479.0,1619.0,521.0,521.0
959,0.0,1.0,1579.0,1579.0,611.0,611.0
959,0.0,1.0,1719.0,1739.0,564.0,564.0
959,1.0,1.0,1529.0,1699.0,686.0,686.0
959,1.0,1.0,1529.0,1829.0,626.0,626.0
959,1.0,1.0,1529.0,1879.0,623.0,623.0
959,1.0,1.0,1569.0,1809.0,684.0,684.0
959,1.0,1.0,1639.0,1839.0,741.0,741.0
959,1.0,1.0,1659.0,1859.0,642.0,642.0
959,1.0,1.0,1679.0,1859.0,683.0,683.0
959,1.0,1.0,1939.0,2119.0,757.0,757.0
959,1.0,1.0,2179.0,2429.0,839.0,839.0
959,1.0,1.0,1609.0,1789.0,611.0,611.0
959,1.0,1.0,1639.0,1799.0,631.0,631.0
959,1.0,1.0,1639.0,1809.0,653.0,653.0
959,1.0,1.0,1679.0,1679.0,626.0,626.0
959,1.0,1.0,2209.0,2219.0,912.0,912.0
959,1.0,1.0,2289.0,2289.0,909.0,909.0
959,1.0,1.0,2379.0,2379.0,913.0,913.0
959,2.0,1.0,2099.0,2349.0,971.0,971.0
959,2.0,1.0,2179.0,2399.0,1150.0,1150.0
959,2.0,1.0,2219.0,2419.0,971.0,971.0
959,2.0,1.0,2239.0,2479.0,944.0,944.0
959,2.0,1.0,2099.0,2319.0,1015.0,1015.0
959,2.0,2.0,2229.0,2539.0,1035.0,1035.0
959,2.0,2.0,2319.0,2709.0,1214.0,1214.0
959,2.0,2.0,2359.0,2639.0,1063.0,1063.0
959,2.0,2.0,2419.0,2679.0,1013.0,1013.0
959,2.0,2.0,2239.0,2479.0,1061.0,1061.0
959,2.0,2.0,2339.0,2409.0,1126.0,1126.0
959,2.0,2.0,2349.0,2349.0,1033.0,1033.0
959,2.0,2.0,2439.0,2439.0,1103.0,1103.0
959,2.0,2.0,2459.0,2459.0,1075.0,1075.0
959,2.0,2.0,2549.0,2589.0,1146.0,1146.0
959,2.0,2.0,2589.0,2589.0,1146.0,1146.0
959,2.0,2.0,2589.0,2659.0,1104.0,1104.0
959,2.0,2.0,2589.0,2889.0,1388.0,1388.0
959,2.0,2.0,2689.0,2689.0,1244.0,1244.0
959,2.0,2.0,2749.0,2809.0,1388.0,1388.0
959,2.0,2.0,2879.0,2879.0,1177.0,1177.0
959,2.0,2.0,4669.0,4669.0,1844.0,1844.0
960,1.0,1.0,1995.0,1995.0,680.0,680.0
960,2.0,2.0,2395.0,2395.0,1100.0,1100.0
960,2.0,2.0,2795.0,2795.0,1000.0,1000.0
960,3.0,2.0,3145.0,3165.0,1100.0,1100.0
960,3.0,3.0,3295.0,3295.0,1330.0,1330.0
960,3.0,3.0,3195.0,3195.0,1110.0,1110.0
960,3.0,3.0,3195.0,3215.0,1267.0,1267.0
960,3.0,3.0,3205.0,3215.0,1000.0,1000.0
960,3.0,3.0,3255.0,3375.0,1330.0,1330.0
960,3.0,3.0,3385.0,3385.0,1300.0,1300.0
961,1.0,1.0,1545.0,1695.0,800.0,800.0
961,1.0,1.0,1685.0,1685.0,810.0,810.0
961,1.0,1.0,1725.0,1725.0,840.0,840.0
961,2.0,1.0,1795.0,1795.0,820.0,820.0
961,2.0,2.0,1935.0,2255.0,1060.0,1060.0
961,2.0,2.0,2220.0,2330.0,1100.0,1100.0
961,3.0,2.0,2740.0,2740.0,1250.0,1250.0
962,1.0,1.0,1775.0,2415.0,714.0,714.0
962,1.0,1.0,,,700.0,700.0
962,1.0,1.0,,,724.0,724.0
962,1.0,1.0,,,754.0,754.0
962,1.0,1.0,,,697.0,697.0
962,2.0,2.0,2545.0,3300.0,942.0,942.0
962,2.0,2.0,,,1018.0,1018.0
962,2.0,2.0,,,1021.0,1021.0
962,2.0,2.0,,,1114.0,1114.0
962,2.0,2.0,,,999.0,999.0
963,0.0,1.0,1519.0,1519.0,600.0,600.0
963,0.0,1.0,,,600.0,600.0
963,1.0,1.0,1575.0,1600.0,700.0,700.0
963,1.0,1.0,1700.0,1700.0,715.0,715.0
963,2.0,1.5,1950.0,1950.0,945.0,945.0
963,2.0,1.5,,,1030.0,1030.0
964,1.0,1.0,1495.0,1495.0,575.0,575.0
964,2.0,1.0,1835.0,1835.0,800.0,800.0
964,3.0,1.0,2010.0,2035.0,950.0,950.0
965,1.0,1.0,1555.0,2345.0,707.0,707.0
965,1.0,1.0,1608.0,2338.0,757.0,757.0
965,1.0,1.0,1664.0,2389.0,762.0,762.0
965,1.0,1.0,1707.0,2432.0,804.0,804.0
965,1.0,1.0,1809.0,2539.0,949.0,949.0
965,1.0,1.0,1825.0,2555.0,1054.0,1054.0
965,1.0,1.0,1888.0,2673.0,895.0,895.0
965,1.0,1.0,1935.0,2660.0,1050.0,1050.0
965,1.0,1.0,,,991.0,991.0
965,1.0,1.0,,,783.0,783.0
965,1.0,1.0,,,751.0,751.0
965,1.0,1.0,,,832.0,832.0
965,1.0,1.0,,,946.0,946.0
965,1.0,1.0,,,1025.0,1025.0
965,1.0,1.0,,,568.0,568.0
965,1.0,1.0,,,782.0,782.0
965,1.0,1.0,,,735.0,735.0
965,1.0,1.0,,,1133.0,1133.0
965,1.0,1.0,,,887.0,887.0
965,1.0,1.0,,,699.0,699.0
965,1.0,1.0,,,804.0,804.0
965,1.0,1.0,,,804.0,804.0
965,1.0,1.0,,,673.0,673.0
965,1.0,1.0,,,887.0,887.0
965,1.0,1.5,1934.0,2664.0,1030.0,1030.0
965,1.0,2.0,1906.0,2631.0,1017.0,1017.0
965,1.0,2.0,,,1090.0,1090.0
965,1.0,2.0,,,1161.0,1161.0
965,1.0,2.0,,,1002.0,1002.0
965,2.0,2.0,2530.0,3605.0,1167.0,1167.0
965,2.0,2.0,2717.0,3807.0,1193.0,1193.0
965,2.0,2.0,,,994.0,994.0
965,2.0,2.0,,,1030.0,1030.0
965,2.0,2.0,,,1090.0,1090.0
965,2.0,2.0,,,1084.0,1084.0
965,2.0,2.0,,,1104.0,1104.0
965,2.0,2.0,,,1140.0,1140.0
965,2.0,2.0,,,1235.0,1235.0
965,2.0,2.0,,,1249.0,1249.0
965,2.0,2.0,,,1643.0,1643.0
965,2.0,2.0,,,1698.0,1698.0
965,2.0,2.0,,,1187.0,1187.0
966,0.0,1.0,1375.0,1795.0,550.0,550.0
966,0.0,1.0,1585.0,1910.0,800.0,800.0
966,1.0,1.0,1400.0,1940.0,760.0,760.0
966,1.0,1.0,1700.0,2060.0,860.0,860.0
966,2.0,1.0,2020.0,2535.0,1150.0,1150.0
967,1.0,1.0,2000.0,3120.0,874.0,874.0
967,1.0,1.0,2315.0,2905.0,874.0,874.0
967,1.0,1.0,2415.0,3005.0,874.0,874.0
967,1.0,1.0,2370.0,2960.0,856.0,856.0
967,1.0,1.0,2370.0,2960.0,856.0,856.0
967,1.0,1.0,2315.0,2905.0,874.0,874.0
967,1.0,1.0,2460.0,3130.0,1044.0,1044.0
967,1.0,1.0,2460.0,3095.0,1044.0,1044.0
967,1.0,1.0,2000.0,2650.0,874.0,874.0
967,1.0,1.0,2495.0,3130.0,1044.0,1044.0
967,1.0,1.0,2220.0,3120.0,874.0,874.0
967,2.0,2.0,2585.0,4140.0,1090.0,1090.0
967,2.0,2.0,2585.0,3585.0,1090.0,1090.0
967,2.0,2.0,2970.0,3970.0,1090.0,1090.0
967,2.0,2.0,3030.0,4030.0,1090.0,1090.0
967,2.0,2.0,2620.0,3765.0,950.0,950.0
967,2.0,2.0,2620.0,3620.0,950.0,950.0
967,2.0,2.0,2690.0,3690.0,1070.0,1070.0
967,2.0,2.0,2690.0,3690.0,1070.0,1070.0
967,2.0,2.0,3175.0,4140.0,1090.0,1090.0
967,2.0,2.0,2775.0,3765.0,950.0,950.0
968,1.0,1.0,1419.0,2265.0,640.0,640.0
968,1.0,1.0,1489.0,2156.0,640.0,640.0
968,1.0,1.0,1489.0,2156.0,640.0,640.0
968,1.0,1.0,1539.0,2237.0,640.0,640.0
968,1.0,1.0,1489.0,2169.0,640.0,640.0
968,1.0,1.0,1489.0,2169.0,640.0,640.0
968,1.0,1.0,1539.0,2237.0,640.0,640.0
968,1.0,1.0,1539.0,2237.0,640.0,640.0
968,1.0,1.0,1489.0,2169.0,640.0,640.0
968,1.0,1.0,1493.0,2115.0,640.0,640.0
968,1.0,1.0,1543.0,2182.0,640.0,640.0
968,2.0,1.0,1582.0,2352.0,787.0,787.0
968,2.0,1.0,1582.0,2472.0,787.0,787.0
968,2.0,1.0,1702.0,2472.0,787.0,787.0
968,2.0,1.0,1702.0,2472.0,787.0,787.0
968,2.0,1.0,1702.0,2472.0,787.0,787.0
968,2.0,1.0,1702.0,2472.0,787.0,787.0
968,2.0,1.0,1702.0,2472.0,787.0,787.0
968,2.0,1.0,1702.0,2472.0,787.0,787.0
968,2.0,1.0,1702.0,2472.0,787.0,787.0
968,2.0,1.0,1702.0,2472.0,787.0,787.0
968,2.0,1.0,1714.0,2443.0,787.0,787.0
968,2.0,2.0,1976.0,2978.0,972.0,972.0
968,2.0,2.0,1977.0,2921.0,972.0,972.0
968,2.0,2.0,2017.0,2978.0,972.0,972.0
968,2.0,2.0,1977.0,2921.0,972.0,972.0
968,2.0,2.0,1976.0,2860.0,972.0,972.0
968,2.0,2.0,1976.0,2860.0,972.0,972.0
968,2.0,2.0,1976.0,2860.0,972.0,972.0
968,2.0,2.0,1976.0,2860.0,972.0,972.0
968,2.0,2.0,1976.0,2860.0,972.0,972.0
968,2.0,2.0,1976.0,2823.0,972.0,972.0
968,2.0,2.0,1977.0,2823.0,972.0,972.0
969,0.0,1.0,1700.0,2225.0,650.0,650.0
969,0.0,1.0,1700.0,2225.0,650.0,650.0
969,0.0,1.0,1600.0,2280.0,500.0,500.0
969,0.0,1.0,1600.0,2280.0,500.0,500.0
969,1.0,1.0,1410.0,2370.0,700.0,700.0
969,1.0,1.0,1735.0,2370.0,700.0,700.0
969,1.0,1.0,1600.0,2410.0,900.0,900.0
969,1.0,1.0,1600.0,2235.0,900.0,900.0
969,1.0,1.0,1775.0,2410.0,900.0,900.0
969,1.0,1.0,1735.0,2315.0,700.0,700.0
969,1.0,1.0,1425.0,2015.0,700.0,700.0
969,1.0,1.0,1410.0,2360.0,700.0,700.0
969,2.0,1.0,1895.0,2855.0,1090.0,1090.0
969,2.0,1.0,1895.0,2815.0,1090.0,1090.0
969,2.0,1.0,2360.0,3280.0,1012.0,1012.0
969,2.0,1.0,2360.0,3280.0,1012.0,1012.0
969,2.0,1.0,1935.0,2855.0,1090.0,1090.0
969,2.0,1.0,,,980.0,980.0
969,2.0,1.5,1970.0,3440.0,1150.0,1150.0
969,2.0,1.5,2520.0,3440.0,1150.0,1150.0
969,2.0,1.5,1970.0,2795.0,1150.0,1150.0
969,2.0,2.0,2080.0,3000.0,1095.0,1095.0
969,2.0,2.0,2080.0,3000.0,1095.0,1095.0
969,2.0,2.0,2205.0,3465.0,1176.0,1176.0
969,2.0,2.0,2545.0,3465.0,1176.0,1176.0
969,2.0,2.0,2255.0,3020.0,1176.0,1176.0
969,2.0,2.0,2205.0,2890.0,1176.0,1176.0
969,3.0,2.0,,,1570.0,1570.0
970,0.0,1.0,1630.0,2035.0,541.0,541.0
970,0.0,1.0,1630.0,2035.0,541.0,541.0
970,1.0,1.0,1850.0,2475.0,732.0,732.0
970,1.0,1.0,1830.0,2325.0,722.0,722.0
970,1.0,1.0,1835.0,2330.0,738.0,738.0
970,1.0,1.0,1850.0,2350.0,732.0,732.0
970,1.0,1.0,1890.0,2385.0,722.0,722.0
970,1.0,1.0,1920.0,2420.0,787.0,787.0
970,1.0,1.0,1975.0,2475.0,807.0,807.0
970,1.0,1.0,2040.0,2535.0,816.0,816.0
970,1.0,1.0,1965.0,2385.0,954.0,954.0
970,1.0,1.0,1945.0,2535.0,722.0,722.0
970,1.0,1.0,1895.0,2450.0,896.0,896.0
970,1.0,1.0,1895.0,2295.0,934.0,934.0
970,1.0,1.0,2190.0,2545.0,1072.0,1072.0
970,1.0,1.0,2190.0,2545.0,1072.0,1072.0
970,1.0,1.0,1760.0,2165.0,738.0,738.0
970,1.0,1.5,,,842.0,842.0
970,2.0,1.5,,,1065.0,1065.0
970,2.0,2.0,3065.0,4410.0,1392.0,1392.0
970,2.0,2.0,3065.0,4410.0,1392.0,1392.0
970,2.0,2.0,2500.0,3295.0,1153.0,1153.0
970,2.0,2.0,2500.0,3295.0,1153.0,1153.0
970,2.0,2.0,,,1596.0,1596.0
970,2.0,2.5,2715.0,3960.0,1187.0,1187.0
970,2.0,2.5,2715.0,3960.0,1187.0,1187.0
971,0.0,1.0,1844.0,1844.0,586.0,586.0
971,0.0,1.0,1844.0,1844.0,586.0,586.0
971,0.0,1.0,,,479.0,479.0
971,0.0,1.0,,,504.0,504.0
971,0.0,1.0,,,603.0,603.0
971,0.0,1.0,,,498.0,498.0
971,0.0,1.0,,,625.0,625.0
971,1.0,1.0,2113.0,2141.0,644.0,644.0
971,1.0,1.0,2113.0,2113.0,644.0,644.0
971,1.0,1.0,2141.0,2141.0,644.0,644.0
971,1.0,1.0,2155.0,2155.0,687.0,687.0
971,1.0,1.0,2155.0,2155.0,687.0,687.0
971,1.0,1.0,2012.0,2012.0,717.0,717.0
971,1.0,1.0,2012.0,2012.0,717.0,717.0
971,1.0,1.0,2196.0,2196.0,799.0,799.0
971,1.0,1.0,2196.0,2196.0,799.0,799.0
971,1.0,1.0,2150.0,2150.0,666.0,666.0
971,1.0,1.0,2150.0,2150.0,666.0,666.0
971,1.0,1.0,1986.0,1986.0,627.0,627.0
971,1.0,1.0,1986.0,1986.0,627.0,627.0
971,1.0,1.0,,,659.0,659.0
971,1.0,1.0,,,659.0,659.0
971,1.0,1.0,,,1018.0,1018.0
971,1.0,1.0,,,639.0,639.0
971,1.0,1.0,,,643.0,643.0
971,1.0,1.0,,,655.0,655.0
971,1.0,1.0,,,676.0,676.0
971,1.0,1.0,,,683.0,683.0
971,1.0,1.0,,,700.0,700.0
971,1.0,1.0,,,712.0,712.0
971,1.0,1.0,,,716.0,716.0
971,1.0,1.0,,,719.0,719.0
971,1.0,1.0,,,772.0,772.0
971,1.0,1.0,,,810.0,810.0
971,1.0,1.0,,,811.0,811.0
971,1.0,1.0,,,815.0,815.0
971,1.0,1.0,,,880.0,880.0
971,1.0,1.0,,,951.0,951.0
971,1.0,1.0,,,828.0,828.0
971,2.0,1.0,,,873.0,873.0
971,2.0,1.0,,,792.0,792.0
971,2.0,1.0,,,818.0,818.0
971,2.0,1.0,,,825.0,825.0
971,2.0,1.0,,,841.0,841.0
971,2.0,1.0,,,863.0,863.0
971,2.0,1.0,,,865.0,865.0
971,2.0,1.0,,,957.0,957.0
971,2.0,1.0,,,1018.0,1018.0
971,2.0,1.0,,,941.0,941.0
971,2.0,1.0,,,1019.0,1019.0
971,2.0,1.0,,,850.0,850.0
971,2.0,2.0,2757.0,3003.0,1170.0,1170.0
971,2.0,2.0,3003.0,3003.0,1170.0,1170.0
971,2.0,2.0,3139.0,3139.0,1207.0,1207.0
971,2.0,2.0,3139.0,3139.0,1207.0,1207.0
971,2.0,2.0,3023.0,3023.0,1163.0,1163.0
971,2.0,2.0,3023.0,3023.0,1163.0,1163.0
971,2.0,2.0,2757.0,2757.0,1170.0,1170.0
971,2.0,2.0,,,1012.0,1012.0
971,2.0,2.0,,,1005.0,1005.0
971,2.0,2.0,,,963.0,963.0
971,2.0,2.0,,,963.0,963.0
971,2.0,2.0,,,977.0,977.0
971,2.0,2.0,,,1072.0,1072.0
971,2.0,2.0,,,1116.0,1116.0
971,2.0,2.0,,,1165.0,1165.0
971,2.0,2.0,,,1287.0,1287.0
971,2.0,2.0,,,1394.0,1394.0
972,1.0,1.0,1836.0,2046.0,655.0,655.0
972,1.0,1.0,1836.0,1836.0,655.0,655.0
972,1.0,1.0,2046.0,2046.0,655.0,655.0
972,1.0,1.0,1898.0,1898.0,655.0,655.0
972,1.0,1.0,1918.0,1918.0,655.0,655.0
972,1.0,1.0,1912.0,1912.0,655.0,655.0
972,1.0,1.0,2423.0,2423.0,810.0,810.0
972,1.0,1.0,2423.0,2423.0,810.0,810.0
972,1.0,1.0,1963.0,1963.0,655.0,655.0
972,1.0,1.0,2002.0,2002.0,655.0,655.0
972,1.0,1.0,,,655.0,655.0
972,1.0,1.0,,,695.0,695.0
972,1.0,1.0,,,695.0,695.0
972,1.0,1.0,,,775.0,775.0
972,1.0,1.0,,,565.0,565.0
972,1.0,1.0,,,630.0,630.0
972,1.0,1.0,,,710.0,710.0
972,1.0,1.0,,,725.0,725.0
972,1.0,1.0,,,985.0,985.0
972,2.0,2.0,2709.0,2709.0,955.0,955.0
972,2.0,2.0,2709.0,2709.0,955.0,955.0
972,2.0,2.0,2823.0,2823.0,1100.0,1100.0
972,2.0,2.0,2823.0,2823.0,1100.0,1100.0
972,2.0,2.0,3165.0,3165.0,1200.0,1200.0
972,2.0,2.0,3165.0,3165.0,1200.0,1200.0
972,2.0,2.0,3051.0,3051.0,1200.0,1200.0
972,2.0,2.0,3051.0,3051.0,1200.0,1200.0
972,2.0,2.0,,,1020.0,1020.0
972,2.0,2.0,,,1050.0,1050.0
972,2.0,2.0,,,905.0,905.0
972,2.0,2.0,,,970.0,970.0
972,2.0,2.0,,,970.0,970.0
972,2.0,2.0,,,1020.0,1020.0
972,2.0,2.0,,,1020.0,1020.0
973,1.0,1.0,1874.0,1874.0,859.0,859.0
973,1.0,1.0,1874.0,1874.0,859.0,859.0
973,1.0,1.0,1771.0,1771.0,806.0,806.0
973,1.0,1.0,1771.0,1771.0,806.0,806.0
973,1.0,1.0,,,862.0,862.0
973,1.0,1.0,,,760.0,760.0
973,2.0,1.0,2068.0,2069.0,960.0,960.0
973,2.0,1.0,2069.0,2069.0,960.0,960.0
973,2.0,1.0,2068.0,2068.0,960.0,960.0
973,2.0,1.0,,,1003.0,1003.0
973,2.0,2.0,2128.0,2277.0,1081.0,1081.0
973,2.0,2.0,2217.0,2217.0,1081.0,1081.0
973,2.0,2.0,2223.0,2228.0,1134.0,1134.0
973,2.0,2.0,2228.0,2228.0,1134.0,1134.0
973,2.0,2.0,2128.0,2128.0,1081.0,1081.0
